,facility_id,facility_name,facility_type,capacity_type,capacity_count,region,license_issue_date,inspection_date,gps_location,remarks
4181,03225,Johnson-Zimmerman Polyclinic,unknown,unknown,unknown,Christ Church,2023-06-09 00:00:00,2023-04-18 00:00:00,13°8′53″N 58°43′52″W,Needs upgrade
4182,3226,"Nelson Ltd Health Centre (St)
NewLine",polyclinic,unknown,unknown,St. Jospeh,2017-05-30 00:00:00,2023-05-19 00:00:00,POINT(-58.89458 12.76003),unknown
4185,#3228,"Stephenson,-Clayton-and-Byrd (ycuL)",unknown,bed,17,St. Lucy,2018-08-11 00:00:00,2018-07-24 00:00:00,-58.83181;13.07810,Reinspection due
4191,HF-3232,Bryant-Stewart Hospital (St.),unknown,bed,391,St. Lucy,2021-09-25 00:00:00,2022-06-04 00:00:00,13°15′34″N 59°2′18″W,Follow-up 2023
4195,HF-3235,Franklin-PLC 🏥 (St),polyclinic,bed,449,St. Jospeh,2023-12-06 00:00:00,2021-04-09 00:00:00,-59.15237;13.20264,Good
4196,3236,Smith Group,community health centre,bed,410,St. Peter,2025-02-06 00:00:00,2025-02-04 00:00:00,POINT(-58.70280 12.90263),Loved it
4198,03237,"Small, Howard and Brown Medical Center (St.George)",polyclinic,bed,226,St. George,2024-01-04 00:00:00,2024-04-12 00:00:00,"-58.75923, 13.29766",Needs upgrade
4201,4f6983,Robinson-Inc (St.),hospital,unknown,unknown,St. Jospeh,2017-12-02 00:00:00,2019-08-28 00:00:00,"12.95478, -59.06854", 
4203,03241,Walker-Mcconnell,community health centre,unknown,unknown,St. John,2016-08-11 00:00:00,2023-06-12 00:00:00,POINT(-59.07757 12.89842), 
4205,HF-3243,Garrett-Barnett Health Centre (St.John),community health centre,unknown,unknown,St. John,2025-02-16 00:00:00,2020-10-22 00:00:00,POINT(-58.92281 13.05643),Good
4206,03244,Arnold LLC Infirmary,clinic,bed,49,St. James,2021-11-19 00:00:00,2023-03-26 00:00:00,unknown,Loved it
4207,fb7138,"Garza, Peck and Thompson Infirmary (werdnA)",community health centre,bed,415,St. Andrew,2022-08-28 00:00:00,2025-04-27 00:00:00,POINT(-58.97640 13.29152),Loved it
4209,HF-3247,"Cooper, Goodwin and Bradley Hosp. (St.Andrew)",hospital,bed,10,St. Andrew,2022-11-24 00:00:00,2021-09-04 00:00:00,"-58.78179, 13.08268",Needs upgrade
4214,03250,Hale-Williams Medical Center (St.),clinic,bed,10,St. Michael,2018-06-14 00:00:00,2025-10-11 00:00:00,"12.84177, -58.98542",Follow-up 2023
4216,HF-3251,Johnson-Schmidt Hospital (st.),community health centre,bed,10,St. Lucy,2020-03-03 00:00:00,2025-09-04 00:00:00,POINT(-59.21268 12.92921),none
4219,HF-3254,Barajas-Group 🏥 (St.),unknown,cot,473,St. Andrew,2016-01-30 00:00:00,2022-11-12 00:00:00,POINT(-59.08088 12.71805),unknown
4220,3255,Zimmerman-Hernandez Health Centre©,community health centre,unknown,unknown,St. James,2018-08-12 00:00:00,2020-05-19 00:00:00,13°9′28″N 59°5′38″W,Reinspection due
4221,#3256,"Taylor, Gonzales and Holt 🏥",community health centre,bed,7,St. Lucy,2016-09-20 00:00:00,2022-04-01 00:00:00,"-59.15839, 12.85489",unknown
4222,03257,Williams PLC Polyclinic💊,community health centre,cot,216,St. Lucy,2024-08-09 00:00:00,2022-03-18 00:00:00,-59.04142;13.21277, 
4224,3259,Howe Ltd Polyclinic,polyclinic,unknown,420,St. John,2019-03-27 00:00:00,2022-02-21 00:00:00,-59.04268;13.22250,Follow-up 2023
4225,HF-3260,Wallace Group 🏥 (ST.),polyclinic,unknown,226,St. Lucy,2022-08-26 00:00:00,2021-09-20 00:00:00,unknown,none
4227,03261,"Allen,-Gordon-and-Gonzalez Hosp.",hospital,bed,450,Christ Church,2020-11-06 00:00:00,2023-12-16 00:00:00,13°6′34″N 59°11′2″W,Reinspection due
4229,1c430b,Moore Group Health Centre,hospital,unknown,460,St. Lucy,2019-04-18 00:00:00,2021-10-18 00:00:00,"-58.84562, 13.02455",none
4231,#3264,Patterson-Hale (St.),clinic,bed,451,St. James,2017-03-10 00:00:00,2020-11-12 00:00:00,unknown, 
4232,#3265,"Goodman, Sharp and Hines Medical Center (St.)",community health centre,unknown,unknown,St. Michael,2024-03-05 00:00:00,2018-03-08 00:00:00,"13.01488, -59.25834",Follow-up 2023
4233,#3266,Johnson Group Hosp.,hospital,unknown,unknown,St. Jospeh,2016-07-15 00:00:00,2021-08-07 00:00:00,12°53′38″N 59°3′25″W,none
4236,03269,Davis-Meyer 🏥,polyclinic,unknown,197,Christ Church,2019-09-14 00:00:00,2022-03-23 00:00:00,13°4′20″N 58°46′2″W,unknown
4238,#3270,"Henry, Peters and Rivas Hospital",community health centre,unknown,40,St. Michael,2021-09-14 00:00:00,2020-10-15 00:00:00,"-58.75529, 13.14923",unknown
4239,HF-3271,Morrison and Sons Infirmary,community health centre,cot,225,St. George,2020-05-10 00:00:00,2021-08-31 00:00:00,"13.18133, -58.75873",unknown
4240,#3272,Obrien Inc Clinic,clinic,bed,257,Christ Church,2021-03-10 00:00:00,2023-05-08 00:00:00,13°15′25″N 58°57′48″W,unknown
4241,6b0510,Jones-Bishop Polyclinic (St.),community health centre,unknown,62,St. James,2018-09-18 00:00:00,2021-06-18 00:00:00,"12.99443, -59.00632", 
4242,0b2011,King and Sons Clinic (st.),polyclinic,unknown,160,St. James,2020-09-23 00:00:00,2021-06-28 00:00:00,"13.01607, -58.97806",Needs upgrade
4246,03276,"Rodriguez, Hatfield and Lee Polyclinic
NewLine",community health centre,unknown,unknown,St. Jospeh,2016-12-21 00:00:00,2023-07-19 00:00:00,unknown,Needs upgrade
4248,HF-3277,"Salazar, Howard and Bryant (St.Peter)",polyclinic,unknown,44,St. Peter,2017-04-03 00:00:00,2018-07-24 00:00:00,unknown,unknown
4251,3279,"Soto, Perez and Wood Health Centre",community health centre,bed,145,Christ Church,2023-05-16 00:00:00,2021-07-11 00:00:00,-59.03617;13.21185,none
4252,4973d4,Oconnor-Watts,community health centre,cot,338,Christ Church,2024-09-09 00:00:00,2023-08-03 00:00:00,12°42′20″N 58°59′32″W,Reinspection due
4255,3282,Bowman-Wilkerson Medical Center,polyclinic,unknown,unknown,St. Jospeh,2020-06-23 00:00:00,2022-11-27 00:00:00,13°7′32″N 58°46′25″W, 
4256,03283,Olson Ltd Hospital,unknown,bed,342,St. Andrew,2022-05-13 00:00:00,2020-12-26 00:00:00,12°50′7″N 58°49′41″W,unknown
4257,HF-3284,"Anderson, Smith and Torres Clinic",community health centre,unknown,477,St. Lucy,2023-10-25 00:00:00,2022-09-17 00:00:00,"-59.24596, 13.18282",none
4261,03286,"Ramirez, Mills and Armstrong Health Centre
NewLine",polyclinic,unknown,unknown,St. Andrew,2016-05-12 00:00:00,2023-11-06 00:00:00,12°50′17″N 59°11′15″W,unknown
4263,HF-3288,Newton-Smith Polyclinic (St.),unknown,unknown,unknown,St. Michael,2021-05-28 00:00:00,2018-04-30 00:00:00,POINT(-59.17242 13.17947), 
4264,#3289,"Taylor, Cross and Washington Hospital",hospital,bed,292,St. Peter,2017-01-15 00:00:00,2022-12-11 00:00:00,unknown,Loved it
4265,a26dcc,"Schroeder, Rodriguez and Rosales 🏥 (ChristChurch)",community health centre,unknown,466,Christ Church,2018-02-09 00:00:00,2020-08-10 00:00:00,13°17′38″N 59°0′29″W, 
4266,3291,Miller PLC (St.),polyclinic,unknown,337,St. George,2024-09-08 00:00:00,2023-06-18 00:00:00,POINT(-58.99591 12.98599),Needs upgrade
4267,#3292,Rodriguez-Becker Clinic (St.Michael),community health centre,bed,410,St. Michael,2019-02-15 00:00:00,2019-08-05 00:00:00,"-58.88439, 12.78883",unknown
4268,7743a6,"Owens, Thomas and Anderson
NewLine",community health centre,unknown,337,St. Peter,2017-11-30 00:00:00,2022-05-17 00:00:00,POINT(-59.29290 12.99373),unknown
4269,3294,Mora-Martinez Polyclinic (St.),community health centre,unknown,unknown,St. Lucy,2024-09-11 00:00:00,2022-01-26 00:00:00,unknown,Good
4271,HF-3296,Jones LLC Infirmary,hospital,unknown,unknown,St. Lucy,2016-05-26 00:00:00,2023-08-16 00:00:00,13°15′33″N 59°4′5″W,unknown
4273,03298,Greene-and-Sons Infirmary✨,community health centre,unknown,320,St. Jospeh,2025-07-08 00:00:00,2024-12-28 00:00:00,13°1′22″N 58°56′8″W,Needs upgrade
4277,2a3e95,Jackson PLC Hosp.,hospital,unknown,unknown,St. Jospeh,2018-06-30 00:00:00,2022-03-10 00:00:00,"-59.18411, 13.25493",Good
4279,18f2d8,Thomas-Group Medical Center (St.),polyclinic,unknown,unknown,St. John,2025-03-03 00:00:00,2021-10-18 00:00:00,unknown,Follow-up 2023
4281,HF-3302,"Brown, Campbell and Johnson",polyclinic,unknown,196,St. John,2022-12-18 00:00:00,2019-01-18 00:00:00,13°13′59″N 59°6′48″W,unknown
4282,83522d,"Arias, Bean and Anderson Health Centre",polyclinic,unknown,unknown,St. James,2024-04-03 00:00:00,2023-07-29 00:00:00,13°9′35″N 58°44′34″W,none
4286,HF-3305,"Mora, Mills and Smith 🏥",community health centre,unknown,378,St. Peter,2017-07-03 00:00:00,2019-03-05 00:00:00,"12.81591, -58.99528",Needs upgrade
4287,c1f8b0,"Le, Gonzalez and Bennett✨",hospital,unknown,201,St. Michael,2020-07-09 00:00:00,2021-11-14 00:00:00,unknown,unknown
4289,3308,"Blair, Walker and Wright",hospital,cot,273,St. Michael,2023-10-05 00:00:00,2021-08-28 00:00:00,"13.07364, -59.13104",unknown
4290,03309,Jordan-Roberts Hosp. (St.),community health centre,unknown,unknown,St. George,2024-07-09 00:00:00,2022-03-03 00:00:00,-58.87847;12.92890,Good
4291,HF-3310,Murray PLC (St),clinic,cot,239,St. George,2017-09-10 00:00:00,2023-01-21 00:00:00,unknown,Needs upgrade
4297,3315,Welch-Bray Health Centre,polyclinic,bed,439,St. Lucy,2023-07-16 00:00:00,2023-04-11 00:00:00,"-59.14419, 12.77191",Needs upgrade
4299,HF-3316,Thomas-Walker Infirmary (Christ),polyclinic,cot,120,Christ Church,2025-03-26 00:00:00,2024-05-17 00:00:00,"-59.04800, 13.07648",unknown
4302,HF-3319,Leon-Cunningham✨,clinic,unknown,unknown,Christ Church,2018-11-21 00:00:00,2024-08-09 00:00:00,unknown, 
4303,03320,Kim-Ramos 🏥,community health centre,unknown,unknown,St. George,2018-08-28 00:00:00,2024-12-12 00:00:00,"12.81923, -58.81116",Needs upgrade
4305,#3321,Romero PLC,unknown,unknown,unknown,St. George,2024-11-29 00:00:00,2023-04-21 00:00:00,unknown,none
4306,03322,Kirby and Sons Hosp.,unknown,unknown,unknown,St. Peter,2021-08-25 00:00:00,2023-07-26 00:00:00,POINT(-59.00872 12.86758),Reinspection due
4307,03323,"Logan, Johnson and Walker (St.)",unknown,bed,19,St. Lucy,2021-11-25 00:00:00,2023-03-19 00:00:00,12°53′2″N 59°9′40″W,unknown
4308,HF-3324,"Robinson,-Rhodes-and-Gallagher Medical Center (St.)
NewLine",community health centre,bed,10,St. John,2022-01-11 00:00:00,2021-04-14 00:00:00,"-58.78561, 12.96365", 
4310,a76c0d,"Ho, Phillips and Vincent Polyclinic (St)",clinic,unknown,407,St. Andrew,2024-08-21 00:00:00,2020-07-04 00:00:00,"13.03068, -58.82189",Loved it
4312,3327,Lopez LLC Clinic,community health centre,unknown,438,Christ Church,2020-04-09 00:00:00,2023-09-17 00:00:00,unknown,Reinspection due
4315,#3330,"Brown, Guerrero and Bautista Health Centre",community health centre,unknown,450,St. John,2022-01-12 00:00:00,2025-04-21 00:00:00,POINT(-58.78636 12.76194),none
4317,cf41d5,Moore Inc Clinic,community health centre,unknown,38,St. George,2021-11-20 00:00:00,2024-05-12 00:00:00,13°3′3″N 59°5′41″W,Needs upgrade
4318,#3333,"Richardson, Carr and Madden Hosp. (ST.)",polyclinic,unknown,128,St. Peter,2019-06-27 00:00:00,2023-09-05 00:00:00,"12.86067, -58.79871",none
4319,3334,Taylor PLC Infirmary (CHRIST),community health centre,bed,10,Christ Church,2025-04-15 00:00:00,2021-09-21 00:00:00,13°14′54″N 58°56′4″W,Loved it
4321,#3335,"Moreno, Howard and Oliver",polyclinic,bed,10,St. Lucy,2019-09-15 00:00:00,2023-12-21 00:00:00,POINT(-59.26813 13.25294),unknown
4322,03336,Phelps-Frederick Clinic (St.),clinic,unknown,unknown,St. Michael,2022-11-15 00:00:00,2022-05-23 00:00:00,unknown,none
4324,d93d70,"Wagner, Rasmussen and Morse Medical Center",community health centre,bed,65,St. James,2022-03-14 00:00:00,2019-08-12 00:00:00,12°59′21″N 58°44′23″W,unknown
4325,14770b,"Hall,-Martin-and-Thomas 🏥",community health centre,bed,78,St. John,2024-12-02 00:00:00,2020-10-18 00:00:00,-58.76008;12.92924,Reinspection due
4326,HF-3339,Ortiz-Jenkins,hospital,unknown,unknown,St. John,2016-04-27 00:00:00,2025-12-19 00:00:00,"13.18487, -58.85837",unknown
4330,03342,Hill-Bates Hosp.💊,unknown,bed,40,St. Lucy,2024-11-02 00:00:00,2024-10-14 00:00:00,-59.14656;13.05305,none
4332,03343,Scott Ltd Clinic (ST.),polyclinic,unknown,unknown,St. James,2025-11-13 00:00:00,2025-11-07 00:00:00,POINT(-58.91511 13.09780),Loved it
4334,3344,"Burgess,-Perkins-and-Colon Hospital (St.)",clinic,bed,11,St. Jospeh,2020-01-06 00:00:00,2020-08-14 00:00:00,12°48′10″N 59°16′51″W, 
4335,#3345,"Solomon, Bennett and Norris Hosp.",community health centre,unknown,unknown,Christ Church,2018-08-11 00:00:00,2025-11-09 00:00:00,"12.96538, -58.70975",Loved it
4336,3346,Nelson LLC Hospital,polyclinic,bed,345,St. James,2020-09-24 00:00:00,2024-11-06 00:00:00,-59.03915;13.12816,Reinspection due
4337,f5caa6,"Bradley,-Galloway-and-Jones Hospital",hospital,bed,273,St. Lucy,2016-03-31 00:00:00,2024-08-17 00:00:00,"12.71221, -59.12622",none
4338,HF-3348,Brooks LLC,clinic,unknown,403,St. Michael,2020-03-07 00:00:00,2018-10-02 00:00:00,"-59.00611, 12.78200",Needs upgrade
4340,b24619,Wong and Sons Health Centre,clinic,unknown,unknown,St. Peter,2025-08-15 00:00:00,2025-02-23 00:00:00,POINT(-58.93124 12.75162),Reinspection due
4342,#3351,"Cummings, Richardson and Goodman Health Centre (St.)",hospital,unknown,317,St. Andrew,2019-04-06 00:00:00,2019-12-30 00:00:00,-58.72977;13.02334,Reinspection due
4343,03352,Rodriguez PLC Medical Center,unknown,unknown,281,St. Peter,2016-05-24 00:00:00,2019-08-12 00:00:00,POINT(-59.07174 13.20342),Loved it
4345,340f2d,Marquez-Smith Infirmary (st.),hospital,bed,10,St. Lucy,2017-11-29 00:00:00,2023-11-29 00:00:00,"12.70745, -58.99351",Good
4346,03355,King and Sons Polyclinic,community health centre,unknown,500,St. Jospeh,2017-11-03 00:00:00,2023-12-27 00:00:00,-59.09406;13.10486,unknown
4347,2161a1,"Stanley,-Obrien-and-Simon Medical Center",clinic,unknown,20,St. Jospeh,2016-10-16 00:00:00,2020-09-28 00:00:00,-58.77768;12.82910,Good
4349,HF-3357,Johnson-Adkins Polyclinic (reteP),community health centre,unknown,455,St. Peter,2025-06-15 00:00:00,2023-06-09 00:00:00,"-58.98903, 12.73067",Good
4350,2eb457,"Sanders, Hull and Nguyen",community health centre,unknown,3,St. George,2016-05-15 00:00:00,2022-04-12 00:00:00,unknown,Loved it
4355,03362,"Salazar, Howard and Myers Health Centre",hospital,unknown,374,Christ Church,2016-10-31 00:00:00,2024-12-11 00:00:00,POINT(-58.97127 12.96618), 
4358,03364,Moran PLC (St.James),clinic,bed,379,St. James,2025-11-24 00:00:00,2020-08-17 00:00:00,12°43′33″N 58°49′54″W,Loved it
4360,3365,"Long, Patel and Anthony Hosp.",community health centre,bed,350,St. John,2017-12-26 00:00:00,2018-10-29 00:00:00,13°12′10″N 58°55′34″W,none
4361,3366,"Kirby, Gonzalez and Edwards Polyclinic (st.)",hospital,unknown,486,St. George,2019-01-14 00:00:00,2020-03-06 00:00:00,POINT(-58.93334 12.70339),Loved it
4362,03367,Hurley Ltd (ST.),community health centre,bed,10,St. Michael,2019-07-02 00:00:00,2021-11-02 00:00:00,-59.04573;12.81406,Good
4363,HF-3368,"Bates, Peters and Wade Hosp.",community health centre,unknown,133,St. James,2017-04-10 00:00:00,2025-12-25 00:00:00,unknown,Reinspection due
4364,3369,Gonzales Inc 🏥,unknown,bed,241,Christ Church,2019-01-01 00:00:00,2025-04-24 00:00:00,-58.85811;13.18119,Needs upgrade
4366,HF-3371,"Sutton, Johnson and Chapman Health Centre",unknown,unknown,185,St. Peter,2018-01-02 00:00:00,2023-04-09 00:00:00,13°13′45″N 59°15′57″W,Good
4371,03374,Green PLC Infirmary (St.),hospital,unknown,unknown,St. Michael,2025-06-17 00:00:00,2024-09-14 00:00:00,POINT(-58.86444 12.86610),Loved it
4375,#3377,"Ross, Mack and Pitts
NewLine",polyclinic,unknown,136,St. Andrew,2024-12-13 00:00:00,2018-03-12 00:00:00,13°1′52″N 59°13′25″W, 
4377,51b517,Williamson-Ford (ST.),polyclinic,unknown,unknown,St. Lucy,2018-02-18 00:00:00,2023-10-31 00:00:00,"13.21400, -59.18386",Needs upgrade
4379,a0cba6,"Young, Sanchez and Perkins Infirmary (St.)",clinic,bed,340,St. George,2020-03-01 00:00:00,2019-03-13 00:00:00,unknown,none
4381,03380,Smith-Inc,community health centre,bed,59,St. Andrew,2023-09-06 00:00:00,2019-07-15 00:00:00,"-59.10914, 12.75842", 
4387,3385,Davis-Rosales Infirmary (St.),clinic,unknown,unknown,St. Andrew,2018-10-02 00:00:00,2019-04-24 00:00:00,12°55′32″N 59°8′13″W,unknown
4390,6c7c04,Miller Inc Health Centre,clinic,bed,10,St. Michael,2018-06-21 00:00:00,2021-12-10 00:00:00,"13.02399, -59.18478",none
4392,#3388,Schwartz-Ayers Polyclinic,polyclinic,unknown,305,St. John,2016-06-23 00:00:00,2019-01-10 00:00:00,12°53′3″N 59°1′8″W, 
4394,HF-3390,Griffin-Erickson Health Centre,clinic,bed,24,St. John,2017-12-10 00:00:00,2023-07-04 00:00:00,13°0′18″N 59°9′3″W,Good
4395,#3391,Moore Inc Hosp.,unknown,cot,230,St. George,2024-07-27 00:00:00,2025-08-18 00:00:00,POINT(-58.90783 12.75261),unknown
4396,#3392,Lopez-Walker Medical Center,unknown,bed,62,Christ Church,2021-01-15 00:00:00,2022-07-13 00:00:00,POINT(-58.80394 13.10577),none
4398,3393,Jones-Browning Medical Center,clinic,unknown,224,St. Michael,2017-06-05 00:00:00,2023-02-04 00:00:00,-59.23494;12.77340,unknown
4399,866ee2,Fox Inc Hosp. (ST.),unknown,bed,314,St. Jospeh,2020-08-30 00:00:00,2019-02-13 00:00:00,"-59.16898, 13.01813",Loved it
4400,#3395,"Mendez, Baker and Garner Infirmary (St.)",hospital,bed,458,St. John,2019-12-13 00:00:00,2025-12-18 00:00:00,unknown,Follow-up 2023
4401,HF-3396,Roy-Rios Hospital💊,clinic,unknown,unknown,St. Michael,2016-08-08 00:00:00,2023-08-08 00:00:00,-58.99295;12.94854,Reinspection due
4402,03397,Taylor-Hughes Clinic (St),community health centre,bed,10,St. Andrew,2023-10-15 00:00:00,2025-09-12 00:00:00,unknown,Loved it
4404,HF-3398,"Wyatt, Dawson and Sanders Medical Center",unknown,unknown,370,St. Michael,2016-05-24 00:00:00,2024-04-19 00:00:00,unknown,Loved it
4405,#3399,Mills-Arroyo,community health centre,unknown,284,St. John,2025-04-21 00:00:00,2024-09-02 00:00:00,12°49′11″N 58°52′16″W,Loved it
4407,#3400,Sheppard-Berg Infirmary,clinic,unknown,326,St. Peter,2021-08-13 00:00:00,2019-11-10 00:00:00,unknown, 
4410,HF-3402,Weaver-Quinn 🏥,community health centre,unknown,unknown,St. Michael,2022-03-13 00:00:00,2025-11-19 00:00:00,13°6′54″N 58°48′56″W, 
4411,03403,Nelson Group Medical Center (st.)©,community health centre,bed,426,St. John,2017-12-17 00:00:00,2023-08-05 00:00:00,POINT(-59.18132 12.84588),none
4413,HF-3405,Wright-Powell Hospital,community health centre,unknown,358,St. John,2020-06-13 00:00:00,2023-08-03 00:00:00,-58.93734;13.05517,Good
4414,HF-3406,Schaefer-Nguyen Health Centre,polyclinic,bed,238,St. Jospeh,2020-06-22 00:00:00,2022-06-26 00:00:00,POINT(-58.70753 13.29048),Good
4415,HF-3407,"Le, Peterson and Baxter",community health centre,unknown,412,St. George,2021-11-08 00:00:00,2021-05-31 00:00:00,-59.28442;13.07824,Needs upgrade
4417,8beddc,"Collins, White and Morgan Medical Center",community health centre,bed,191,St. Michael,2025-05-27 00:00:00,2021-01-22 00:00:00,unknown, 
4419,#3411,Williams-Inc Medical Center,hospital,cot,110,St. Jospeh,2021-06-19 00:00:00,2024-12-03 00:00:00,"13.27570, -58.99442",Needs upgrade
4420,HF-3412,Hale and Sons Polyclinic,community health centre,unknown,unknown,St. Jospeh,2023-05-26 00:00:00,2022-09-05 00:00:00,"-59.16844, 12.94111",Needs upgrade
4422,#3413,Thomas LLC Hosp.,community health centre,unknown,80,St. George,2019-12-19 00:00:00,2024-06-06 00:00:00,unknown,Good
4425,8cdb68,Young Group Clinic,unknown,unknown,unknown,St. James,2021-12-14 00:00:00,2021-08-16 00:00:00,unknown,Reinspection due
4426,#3416,"Thomas, Miles and Reynolds Hospital (St.Joseph)",community health centre,unknown,unknown,St. Jospeh,2021-12-06 00:00:00,2018-10-03 00:00:00,"-58.74590, 13.29020",Reinspection due
4427,3417,"Taylor, Wyatt and Jones Clinic (hpesoJ)",polyclinic,unknown,39,St. Joseph,2019-12-13 00:00:00,2025-03-26 00:00:00,"12.94905, -59.26838",unknown
4428,b6dd01,Rose Group Health Centre,clinic,unknown,400,St. Michael,2023-08-27 00:00:00,unknown,"12.86639, -59.28916",Needs upgrade
4429,HF-3419,Jones-Ltd (ycuL),community health centre,unknown,unknown,St. Lucy,2018-07-21 00:00:00,2022-12-11 00:00:00,"13.23342, -59.19923",none
4430,d7919d,"Castillo, Stewart and Mckay Health Centre",hospital,bed,226,St. John,2021-12-29 00:00:00,2022-12-09 00:00:00,"-59.02955, 12.98914",unknown
4433,#3422,"Perez, Pope and Hall Medical Center (St.Andrew)",community health centre,bed,383,St. Andrew,2021-04-23 00:00:00,2022-01-31 00:00:00,POINT(-59.25367 13.08895),unknown
4434,#3423,"Perkins, Hernandez and Stout Clinic (nhoJ)",community health centre,unknown,unknown,St. John,2021-05-18 00:00:00,2018-12-18 00:00:00,"-59.29658, 13.13164",unknown
4435,8bb4c5,Williams-Solomon,community health centre,unknown,unknown,St. John,2025-04-24 00:00:00,2025-05-23 00:00:00,"13.03316, -59.01981",unknown
4438,3426,"Conrad, Carlson and Bennett (St.)",unknown,unknown,unknown,St. James,2016-08-06 00:00:00,2020-03-20 00:00:00,unknown,unknown
