facility_id,facility_name,facility_type,capacity,region,licence_issue_date,inspection_date,gps_location,remarks
HF-3092,"Miles,-Rogers-and-Roberts Medical Center (ST.)",Health Ctr.,199 capacity,ST. ANDREW,January 15 2021,21/04/25,POINT(-59.08604 13.20350),Reinspection due
3093,"Perez, Mclean and Campbell 🏥",Clinic🌡️,326 patients,ChristChurch,April 13 2017,March 03 2023,12°50′8″N 59°12′5″W,
#3094,Schmidt-Macias Polyclinic,Hosp.,unknown,ST. JAMES,28 Aug 2018,20240123,-59.09117;12.72863,Needs upgrade
#3094,Schmidt-Macias Polyclinic,Hosp.,unknown,ST. JAMES,28 Aug 2018,20240123,-59.09117;12.72863,Needs upgrade
HF-3095,Freeman Inc Medical Center,Health Centre,123 beds,christ church,18-09-20,May 31 2025,"13.00467, -59.19444", 
03096,Carson Inc Clinic (christ),Hospital,29,christ church,2018-01-17,27/12/20,-58.75142;13.01181,Follow-up 2023
3097,"Green, Forbes and Lynch 🏥 (st.)©",Health Centre,,st. peter,May 20 2020,13/06/25,"12.99371, -58.95378",Good
,"Hoover, Jones and Lopez Hosp.",Health Centre,N/A,christ church,2016-06-10,2018-04-11,"13.01762, -59.24745",
3099,Stephens-Moss Medical Center,Hospital,241 patients,St.Michael,October 05 2020,15-09-18,12°49′50″N 58°45′33″W,-
NULL,"Downs,-Carlson-and-Baldwin 🏥",Clinic,384 bed,St.Joseph,25-02-25,September 05 2018,"-59.09730, 12.82010",Reinspection due
NULL,"Downs,-Carlson-and-Baldwin 🏥",Clinic,384 bed,ST.JOSEPH,25-02-25,September 05 2018,"-59.09730, 12.82010",Reinspection due
03101,"Martin, Jones and Huff Infirmary",Health Centre,372Beds,hpesoJ .tS,2023-12-12,January 10 2025,"12.89247, -59.01767",Good
3102,"Stanley, Benitez and Kelly Hospital",Health Ctr.,255 capacity,St.Andrew,June 10 2020,2025-07-26,-58.80633;13.01032,♥
#3103,Marshall PLC Infirmary,Hospital,N/A,ST. JAMES,20200102,2021-05-15,N/A,♥
3103,Marshall PLC Infirmary,Hospital,N/A,ST. JAMES,20200102,2021-05-15,N/A,♥
06286d,Wiggins-Morgan Polyclinic,Health Centre,242,St Andrew,08-04-20,32/13/99,-59.21083;12.70265, 
06286d,Wiggins-Morgan Polyclinic,Health Centre,242,St Andrew,08-04-20,32/13/99,-59.21083;12.70265, 
,"Rivera, Jones and Smith Clinic",,,Christ Church,24-12-20,05-01-20,"-59.23233, 13.12836",Needs upgrade
,"Rivera, Jones and Smith Clinic",,,Christ Church,24-12-20,05-01-20,"-59.23233, 13.12836",Needs upgrade
3106,Mora-Henry Hosp. (St.),Health Ctr.,212 bed,St. Andrew ,17 Sep 2025,30 Sep 2021,-59.05527;13.04014,
03107,Norton-PLC Clinic (St.),CHC,321 patients,St. George,2022-05-24,2023-12-14,12°45′39″N 58°55′26″W,Reinspection due
NULL,Sanders-Kaiser,Clinic🌡️,,st. michael,22-02-25,30/10/22,"12.98799, -58.80177",Good
,"Norton, Moore and Villa Hosp.",CHC,,hpesoJ .tS,25/05/18,November 26 2024,-58.77806;12.72346,Good
03110,Anderson PLC Polyclinic (St.),Polyclinic,411 patients,St. John ,January 31 2022,15/02/21,-58.87843;12.95522,Reinspection due
#3111,"Johnston, Brown and Gonzales Polyclinic",Polyclinic,unknown,st. john,June 24 2018,03 Nov 2022,POINT(-58.93382 12.97231), 
3112,David-Lewis Clinic (ST.),,,ST. JAMES,20210225,18/07/23,-59.18230;13.07446,Good
3113,Neal-Osborne,CHC,231,St. Joseph,2024-02-02,20180729,"-58.99269, 12.81695",
3113,Neal-Osborne,CHC,231,St. Joseph,2024-02-02,20180729,"-58.99269, 12.81695",
3114,"Parks, Duran and Peters Infirmary (st.)",Polyclinic 🏥,158Beds,st. andrew,16/10/16,24-03-23,POINT(-58.80716 12.79728), 
3114,"Parks, Duran and Peters Infirmary (st.)",Polyclinic 🏥,158Beds,ST. ANDREW,16/10/16,24-03-23,POINT(-58.80716 12.79728), 
#3115,"Arnold, Diaz and Ortiz (St.)",Clinic🌡️,ten beds,St. Lucy,31-03-20,2020-06-13,13°8′54″N 59°15′54″W,
HF-3116,"Johnson, Adkins and Walsh",Polyclinic,,CHRIST CHURCH,14-04-24,September 01 2024,-58.99628;13.11233,Follow-up 2023
#3117,Nelson-Butler,,206 cots,Christ Church,August 30 2025,2025-05-24,12°50′5″N 58°48′7″W,
NULL,"Green, Melton and Burgess",Hosp.,ten beds,st. george,29-06-22,08-11-24,"-58.72965, 13.05006", 
fa5eba,"Phillips, Henderson and Miller 🏥",Polyclinic 🏥,446 beds,ycuL .tS,October 01 2021,16 Apr 2025,POINT(-58.93633 13.21800), 
NULL,"Becker, Silva and Taylor Infirmary",Community Health Centre,88Beds,ST. GEORGE,2019-07-17,2018-03-09,-59.23634;12.88020,Reinspection due
NULL,"Ramos, Proctor and Gaines Hosp.",Hospital,,St. John,20170116,November 23 2022,12°52′16″N 58°55′47″W,
7d10f8,Odonnell-Ltd,Clinic,N/A,St. Andrew,20170926,December 20 2018,"13.02442, -59.14479",
7d10f8,Odonnell-Ltd,Clinic,N/A,St. Andrew,20170926,December 20 2018,"13.02442, -59.14479",
03123,Huffman Inc (ST.),Health Ctr.,unknown,ST. ANDREW,04/01/17,10 Sep 2024,N/A,
03123,Huffman Inc (ST.),Health Ctr.,unknown,ST. ANDREW,04/01/17,10 Sep 2024,N/A,
3124,Jones-Hodges Infirmary,CHC,N/A,St Joseph,06/03/25,30 Sep 2021,12°53′3″N 59°1′14″W,Good
,Jackson LLC Polyclinic,Health Ctr.,unknown,hpesoJ .tS,March 13 2024,27-07-20,POINT(-58.72659 13.03055),-
,Smith and Sons Medical Center,CHC,,ST. LUCY,03-10-24,2019-10-22,POINT(-58.71121 13.21517),-
NULL,Anderson-York Polyclinic (St.),CHC,unknown,St. George,21 May 2025,31-07-18,"12.94447, -59.29222",Reinspection due
NULL,"Morrison, Lewis and Nelson Infirmary (st.)",Health Centre,47 capacity,st. james,20180408,25/11/20,"-58.88279, 13.05718",
03129,Yates PLC Hosp. (ST.),,ten beds,ST. MICHAEL,03-05-22,2022-06-04,-58.89234;12.75299,Follow-up 2023
03129,Yates PLC Hosp. (ST.),,ten,ST. MICHAEL,03-05-22,2022-06-04,-58.89234;12.75299,Follow-up 2023
3130,"Alexander,-Green-and-Odonnell Medical Center",CHC,303 cots,St. Michael Parish,12/06/25,06 Mar 2024,13°14′48″N 59°1′59″W, 
3130,"Alexander,-Green-and-Odonnell Medical Center",CHC,303 cots,ST. MICHAEL PARISH,12/06/25,06 Mar 2024,13°14′48″N 59°1′59″W, 
HF-3131,Green-Cameron💊,Clinic,N/A,St. John,25 May 2023,18/02/24,"13.02436, -59.02353",-
NULL,Marks-James Hosp.,Hosp.,175 patients,St George,20231207,30 Oct 2025,N/A,Reinspection due
,Wilson Inc Hosp.,,50,St. John,26 May 2024,20250521,13°9′4″N 58°50′58″W,
NULL,Osborne-Carter Hosp. (christ),Health Ctr.,,christ church,2025-11-04,August 29 2025,"-59.22185, 12.96425",
03135,"Perry-Mclean Medical Center (St.Peter)
NewLine",Health Ctr.,ten beds,St.Peter,21/06/18,24 Mar 2021,-58.95679;13.20043,Good
,"Price, Pham and George",Polyclinic 🏥,unknown,St. George,20200420,June 16 2025,POINT(-59.04940 13.23058), 
03137,"Oliver, Roth and Jones (St.John)",,N/A,St.John,2022-12-29,25/08/25,"13.04791, -58.94892",Reinspection due
03138,"Schultz,-Flores-and-Gutierrez (St)
NewLine",Community Health Ctr.,182 cots,St Joseph,20240304,January 13 2018,13°9′2″N 59°12′52″W,Needs upgrade
,"Wagner,-Robinson-and-Webb Polyclinic",Community Health Ctr.,455 cots,St James,13-01-20,October 28 2025,12°50′25″N 58°56′10″W,♥
NULL,Gutierrez-Perry Hosp.,Clinic🌡️,466 capacity,st. peter,2025-03-01,20200521,POINT(-59.11748 13.02657), 
3141,Ramos-Bush Clinic (st.),Polyclinic,230 cots,st. james,01/08/24,07 Feb 2022,"12.94436, -58.94891",
HF-3142,"Sanchez, Garner and Walker Hosp.",Clinic🌡️,unknown,egroeG .tS,11/07/21,2025-08-27,12°46′52″N 58°47′59″W,♥
0d79e3,"Soto, Munoz and Gonzalez (Christ)",,,Christ Church Parish,2024-07-03,2022-04-28,"-58.89117, 12.80130",♥
03144,Pennington-Kent Hosp. (St.John),Clinic,186 patients,St.John,16 Feb 2017,December 21 2021,-58.85207;13.19118,Good
#3145,Molina and Sons 🏥,Community Health Ctr.,385 capacity,St. Peter,2025-12-29,January 05 2024,13°2′7″N 58°44′9″W,Good
03146,"Cunningham, Williams and Boone Health Centre (St.)",Clinic🌡️,492 bed,St. George,2022-10-08,March 17 2024,"13.25045, -59.13855",Needs upgrade
NULL,Christian LLC (St.),Hospital,N/A,St. George,09 Jun 2021,February 06 2021,-58.99105;12.85560,-
#3148,Baker-Cameron Clinic,Polyclinic 🏥,,st. michael,20181229,20230313,-59.13226;13.10432, 
NULL,Booth-Fuller Health Centre,Health Centre,184 cots,St. James Parish,02 Jan 2019,14-04-23,13°4′29″N 59°7′57″W,♥
,Mason and Sons Hosp.,Hospital,N/A,St. James ,20160727,21/07/23,-59.00117;12.84258,
#3151,Williamson-Coleman Clinic (st.),,ten beds,st. andrew,20250802,24/01/23,12°54′45″N 59°14′40″W,Needs upgrade
HF-3152,"Davis, Perez and Jones Infirmary",Polyclinic 🏥,119 capacity,st. john,2022-09-16,30 May 2025,POINT(-58.77037 12.98196),Follow-up 2023
HF-3152,"Davis, Perez and Jones Infirmary",Polyclinic 🏥,119 capacity,ST. JOHN,2022-09-16,30 May 2025,POINT(-58.77037 12.98196),Follow-up 2023
16fa30,Thomas-and-Sons,Polyclinic,378 bed,St. Lucy,04-06-19,32/13/99,13°15′36″N 59°14′23″W, 
,Mccoy-Young Clinic,Hosp.,,ST. MICHAEL,06-03-22,27/07/20,POINT(-59.28495 13.03241),
0dc0ca,Rojas Ltd Medical Center (St.),Polyclinic,ten beds,St. Lucy Parish,09/06/25,October 24 2023,-59.04212;12.78992,♥
,Smith-Turner Polyclinic,Hosp.,11,ST. GEORGE,October 08 2023,07-08-19,"-59.14317, 13.16140",♥
04fb94,Torres-Moon,CHC,336Beds,St Joseph,19 Jan 2022,21/08/22,"-58.87408, 12.84097",♥
NULL,"Espinoza, Jenkins and Ray©",CHC,304 bed,St. Peter Parish,16/05/23,19 Apr 2022,-59.20977;12.77054,Needs upgrade
3159,Hughes and Sons 🏥 (St.John),CHC,449Beds,St.John,20180428,01 Sep 2020,"13.00768, -58.73826",Good
HF-3160,Williams-Johnston (St.),Hosp.,315 patients,St. George,26/11/20,20181204,13°13′15″N 59°8′38″W,Good
HF-3160,Williams-Johnston (St.),Hosp.,315 patients,St. George,26/11/20,20181204,13°13′15″N 59°8′38″W,Good
3161,Simmons Inc Hospital,Community Health Centre,141,st. john,32/13/99,23/06/23,-59.28262;13.09730,
3161,Simmons Inc Hospital,Community Health Centre,141,st. john,32/13/99,23/06/23,-59.28262;13.09730,
HF-3162,Hill-Thomas Health Centre,Health Centre,265,St.Joseph,28-10-17,23 May 2019,"13.04155, -59.26681",Good
,Johnson-Lucas Medical Center,Hospital,195 beds,St. Michael ,2020-06-27,20231105,"12.95100, -59.07160",Needs upgrade
03164,"Delgado, Castillo and Graves Medical Center (semaJ)💊",Hosp.,288,semaJ .tS,16 Feb 2020,20180126,-58.81248;12.72554,♥
#3165,Peterson-Group Hospital (St.Andrew),Clinic🌡️,88 cots,St.Andrew,09/05/18,2022-02-25,-58.75844;12.96910,Follow-up 2023
3165,Peterson-Group Hospital (St.Andrew),Clinic🌡️,88 cots,St.Andrew,09/05/18,2022-02-25,-58.75844;12.96910,Follow-up 2023
644a87,Rogers Inc Health Centre (ST.),Health Centre,482Beds,ST. MICHAEL,19-10-18,21/12/25,"12.93516, -59.23782",
b4f526,Smith LLC Hosp.,Health Ctr.,293 cots,ST. ANDREW,10/10/24,20200607,N/A,♥
b4f526,Smith LLC Hosp.,Health Ctr.,293 cots,ST. ANDREW,10/10/24,20200607,N/A,♥
HF-3168,Glenn-Whitehead,Clinic🌡️,491Beds,St James,03 Mar 2023,19/01/25,-58.79158;13.17478,-
5bac30,"Wood,-Lyons-and-Swanson Hospital",CHC,189 beds,St.James,2023-11-20,23 Aug 2023,N/A,Needs upgrade
fee95b,Graham-Garcia Polyclinic,Polyclinic,N/A,ST. JOSEPH,2022-03-09,2023-05-27,-59.25156;13.26753, 
3171,"Boone, Lee and Anderson Hosp. (St)",,unknown,St John,24 Sep 2024,04-03-24,POINT(-58.82017 13.15391),-
03172,Reyes-Montgomery Hospital (Christ),Polyclinic,272 bed,Christ Church ,07 Dec 2021,22-08-24,"-58.71743, 13.05435",Needs upgrade
e8cae1,Oliver-Ltd Infirmary,CHC,unknown,St.Andrew,2025-04-04,20181120,N/A,
e8cae1,Oliver-Ltd Infirmary,CHC,unknown,ST.ANDREW,2025-04-04,20181120,N/A,
#3174,"Garza,-Mclaughlin-and-Washington (werdnA)",Hosp.,339Beds,werdnA .tS,2025-01-15,14/09/23,-59.23198;13.09325,Good
#3175,"Wu, Torres and Hicks Infirmary",Polyclinic 🏥,292 bed,St. James,23-12-18,2018-12-26,"-58.97245, 13.11989",Follow-up 2023
NULL,Hall and Sons Hospital (egroeG),,296 bed,egroeG .tS,27/05/17,16/10/21,13°14′17″N 58°51′7″W,
03177,Arellano-Freeman 🏥,Hospital,,St. Michael,August 18 2025,October 30 2024,-58.88712;12.78626,
3178,"Gordon,-Simmons-and-Wolfe Hosp. (leahciM)",Hosp.,,leahciM .tS,24/06/19,32/13/99,N/A,
,"Smith, Taylor and Acevedo (St.)",CHC,98 beds,St. John,16/09/16,20180224,-59.26763;13.04439,♥
3180,Wilcox-LLC (St.),,24,St. Andrew,20240729,July 07 2019,N/A,Needs upgrade
03181,"Sparks,-Guzman-and-Moore Clinic (St.)",,150 cots,St. Joseph ,December 28 2025,31 Oct 2024,13°14′56″N 58°54′27″W,-
HF-3182,"Watson, Jones and Thompson Hospital",Hospital,485 cots,st. james,2019-08-06,March 14 2022,N/A, 
091f70,"Matthews-Burnett Medical Center (St.)
NewLine",Health Centre,N/A,St. Michael ,24 Dec 2024,16 Jan 2021,"12.76212, -59.19023",Follow-up 2023
#3184,"Dominguez-Gonzalez Infirmary (St.)
NewLine",Hosp.,276 patients,St. James ,01-12-22,2024-06-20,-59.04389;13.02377,Follow-up 2023
8efd8c,Williams PLC Polyclinic,Clinic🌡️,289 beds,ycuL .tS,09-06-23,2020-07-20,12°49′56″N 59°11′5″W,
8efd8c,Williams PLC Polyclinic,Clinic🌡️,289 beds,YCUL .TS,09-06-23,2020-07-20,12°49′56″N 59°11′5″W,
HF-3186,"Morgan, Marshall and Logan Health Centre",Community Health Ctr.,383,St. Lucy,04-09-17,12-09-20,"12.72478, -58.87010",Reinspection due
#3187,"Jones, Bowers and Padilla",Polyclinic,76 capacity,St. George Parish,26 Sep 2020,30-06-24,"13.17522, -58.77392",
41161c,Thompson Group,Polyclinic 🏥,N/A,ST. JOSEPH,18-01-19,29 Jul 2021,"12.75786, -58.84351", 
NULL,Barron-Jefferson,Health Centre,77 beds,ST. PETER,14-10-17,17/08/19,N/A,Needs upgrade
03190,Santos-Henderson 🏥 (St.),Community Health Ctr.,286 capacity,St. James ,2023-03-14,08/08/21,POINT(-58.95172 12.72678),Follow-up 2023
NULL,Key-Gonzalez 🏥 (st.),Clinic,404,st. andrew,04-07-25,June 28 2021,POINT(-58.84384 12.85443),♥
3192,Hull Inc💊,Hospital,51 capacity,St. James Parish,20200115,19 Oct 2023,-58.81244;13.19985,-
NULL,Jones-Nelson Hosp.,Polyclinic,362Beds,st. george,19-01-24,16 Aug 2021,N/A, 
NULL,Jones-Nelson Hosp.,Polyclinic,362Beds,st. george,19-01-24,16 Aug 2021,N/A, 
03194,Jones-Wilson Hosp.,CHC,unknown,st. michael,03-01-16,31 Aug 2023,13°5′21″N 58°57′0″W,Needs upgrade
03194,Jones-Wilson Hosp.,CHC,unknown,st. michael,03-01-16,31 Aug 2023,13°5′21″N 58°57′0″W,Needs upgrade
03195,Lopez LLC (St.),Hospital,N/A,St. Andrew ,19-02-19,2024-07-17,-59.10722;13.15857,♥
03195,Lopez LLC (St.),Hospital,N/A,ST. ANDREW ,19-02-19,2024-07-17,-59.10722;13.15857,♥
HF-3196,"Moore,-Sexton-and-Leblanc Health Centre (St)",Hosp.,363 cots,St James,07 Jun 2018,October 07 2024,13°10′20″N 59°5′14″W,Needs upgrade
NULL,"Benson, Norton and Sanchez Infirmary",Clinic,ten beds,St. John Parish,20220112,20200227,N/A,
NULL,"Benson, Norton and Sanchez Infirmary",Clinic,ten beds,ST. JOHN PARISH,20220112,20200227,N/A,
3198,Ruiz Ltd 🏥 (St.),,N/A,St. George ,07-08-19,2024-06-24,13°11′56″N 59°13′58″W,Good
NULL,"Alvarez,-Thompson-and-Lopez Clinic (St.)",Health Centre,425 beds,St. Peter Parish,2024-02-28,16 Mar 2023,"-59.09549, 12.94056",♥
#3200,"Evans, Fitzgerald and Weber (St.)",Hospital,ten beds,St. Michael,02/08/18,03-06-25,"-58.96922, 13.26156",-
03201,"Lozano, Santiago and Davis Clinic",Hosp.,,St. John,20220912,2024-03-13,"12.84341, -59.14792",Needs upgrade
3202,Fitzpatrick-Parker (ST.),Hosp.,N/A,ST. GEORGE,2020-07-18,01/10/22,"-59.27421, 13.06284",
3202,Fitzpatrick-Parker (ST.),Hosp.,N/A,ST. GEORGE,2020-07-18,01/10/22,"-59.27421, 13.06284",
NULL,Hicks Inc Medical Center,Polyclinic,273 cots,St. Peter Parish,December 26 2017,31-03-20,POINT(-59.17138 12.72783),♥
NULL,Hicks Inc Medical Center,Polyclinic,273 cots,St. Peter Parish,December 26 2017,31-03-20,POINT(-59.17138 12.72783),♥
HF-3204,Patel LLC,Community Health Centre,,St. Lucy,August 08 2023,15-09-18,"-58.89324, 12.72509",Follow-up 2023
HF-3204,Patel LLC,Community Health Centre,,St. Lucy,August 08 2023,15-09-18,"-58.89324, 12.72509",Follow-up 2023
2fe9a1,Garcia-Ramirez Medical Center,Clinic🌡️,ten beds,St. Peter Parish,02-01-23,22/11/24,N/A,-
2fe9a1,Garcia-Ramirez Medical Center,Clinic🌡️,ten beds,St. Peter Parish,02-01-23,22/11/24,N/A,-
,Adams-Spencer 🏥,Hosp.,N/A,St.Michael,05 Apr 2016,23/05/18,13°11′35″N 59°17′19″W,Good
#3207,"Mcgrath,-Graves-and-Morris Infirmary (christ)",Polyclinic,unknown,christ church,20200622,February 10 2025,13°8′18″N 58°59′50″W,-
#3207,"Mcgrath,-Graves-and-Morris Infirmary (christ)",Polyclinic,unknown,christ church,20200622,February 10 2025,13°8′18″N 58°59′50″W,-
HF-3208,Vance PLC Polyclinic,Clinic🌡️,240,St James,20210204,26/07/20,12°52′11″N 58°46′14″W,
HF-3208,Vance PLC Polyclinic,Clinic🌡️,240,ST JAMES,20210204,26/07/20,12°52′11″N 58°46′14″W,
,Petersen-Collins Polyclinic (st.),CHC,92 beds,st. peter,2018-05-19,18/05/24,"12.88533, -58.86640",Reinspection due
,Petersen-Collins Polyclinic (st.),CHC,92 beds,st. peter,2018-05-19,18/05/24,"12.88533, -58.86640",Reinspection due
HF-3210,Snow LLC Infirmary (ST.),Community Health Ctr.,ten beds,ST. GEORGE,04 Apr 2018,2023-12-06,POINT(-58.79647 12.77733),Reinspection due
HF-3211,"Durham, Quinn and Bennett Infirmary",Community Health Ctr.,ten beds,St.George,2019-06-10,24 Mar 2020,12°50′38″N 58°51′12″W,
HF-3211,"Durham, Quinn and Bennett Infirmary",Community Health Ctr.,ten,St.George,2019-06-10,24 Mar 2020,12°50′38″N 58°51′12″W,
3212,"Morales, Goodman and Roman Infirmary (St.James)",Polyclinic,186 patients,St.James,30-05-21,2024-09-01,POINT(-58.76511 13.14421),Needs upgrade
3212,"Morales, Goodman and Roman Infirmary (St.James)",Polyclinic,186 patients,St.James,30-05-21,2024-09-01,POINT(-58.76511 13.14421),Needs upgrade
3213,Russell-Bowers Infirmary (ST.),Health Centre,195 capacity,ST. MICHAEL,2016-10-06,05 Feb 2022,"13.12266, -58.85182",Reinspection due
HF-3214,Higgins Inc Hospital (St.),Hospital,ten beds,St. Peter,20191024,2020-02-13,-58.87222;12.97600,
HF-3215,"Washington, Hill and Atkins Medical Center",Health Centre,492 cots,ST. JAMES,16 Sep 2022,12/04/18,-59.28212;12.79528,-
HF-3215,"Washington, Hill and Atkins Medical Center",Health Centre,492 cots,ST. JAMES,16 Sep 2022,12/04/18,-59.28212;12.79528,-
75174e,Taylor-LLC Medical Center (Christ),,435 bed,Christ Church Parish,27/10/18,08 Apr 2018,-58.99001;13.14181,Reinspection due
03217,"Curtis, Reid and Howe",,195Beds,St. Peter Parish,30/12/23,31 May 2024,"-59.11313, 12.72805",
#3218,Watson LLC Hospital,Hosp.,109Beds,St.Andrew,June 08 2024,22-09-22,13°2′7″N 58°51′9″W,-
03219,Leonard and Sons (Christ),,N/A,Christ Church,2017-01-23,20211218,N/A,
03220,Rios LLC (St.Lucy),,N/A,St.Lucy,20231017,20211224,"12.70165, -59.10047",Follow-up 2023
3221,King-Craig Hospital✨,Hospital,163 capacity,St Michael,March 19 2022,November 10 2021,"-59.00942, 12.86559",Follow-up 2023
03222,"Hawkins, Neal and Abbott Medical Center (st.)",Clinic,,st. george,02-07-17,13 Aug 2023,-59.13347;13.10841,
b9f271,Marshall and Sons Hospital,Hosp.,179 beds,werdnA .tS,20250317,January 29 2018,-58.89517;13.18090,Needs upgrade
NULL,Frazier LLC Hosp. (St.),Health Ctr.,10Beds,St. Peter,07 Jan 2023,January 16 2022,"-59.07184, 13.24005",
03225,Johnson-Zimmerman Polyclinic,,unknown,hcruhC tsirhC,20230609,20230418,13°8′53″N 58°43′52″W,Needs upgrade
3226,"Nelson Ltd Health Centre (St)
NewLine",Polyclinic,,St Joseph,30/05/17,19/05/23,POINT(-58.89458 12.76003),
3226,"Nelson Ltd Health Centre (St)
NewLine",Polyclinic,,St Joseph,30/05/17,19/05/23,POINT(-58.89458 12.76003),
NULL,"Lopez, Thomas and Estrada Hospital",Polyclinic,unknown,St. Joseph Parish,20230902,17-02-23,13°14′43″N 59°4′42″W,Good
#3228,"Stephenson,-Clayton-and-Byrd (ycuL)",,17 bed,ycuL .tS,08/11/18,2018-07-24,-58.83181;13.07810,Reinspection due
#3228,"Stephenson,-Clayton-and-Byrd (ycuL)",,17 bed,ycuL .tS,08/11/18,2018-07-24,-58.83181;13.07810,Reinspection due
,Love and Sons Hosp.,Polyclinic,N/A,hpesoJ .tS,03 Mar 2025,32/13/99,N/A,Needs upgrade
,Myers-Wilson Medical Center,,,CHRIST CHURCH,14-04-17,24/05/19,N/A,Reinspection due
,Myers-Wilson Medical Center,,,CHRIST CHURCH,14-04-17,24/05/19,N/A,Reinspection due
,Webster-Strickland Clinic,Health Ctr.,,ST. MICHAEL,13 Aug 2022,2024-03-11,POINT(-58.91205 13.24935),Good
HF-3232,Bryant-Stewart Hospital (St.),,391 bed,St. Lucy ,2021-09-25,June 04 2022,13°15′34″N 59°2′18″W,Follow-up 2023
NULL,Curry-LLC (ChristChurch),Health Centre,ten beds,ChristChurch,2020-07-07,December 11 2022,-58.88097;12.89093,Reinspection due
,"Mora, Smith and Stewart",,N/A,St. John Parish,10-06-17,July 26 2025,"12.77675, -59.15678",Needs upgrade
,"Mora, Smith and Stewart",,N/A,St. John Parish,10-06-17,July 26 2025,"12.77675, -59.15678",Needs upgrade
HF-3235,Franklin-PLC 🏥 (St),Polyclinic 🏥,449 bed,St Joseph,12-06-23,04-09-21,-59.15237;13.20264,Good
3236,Smith Group,Community Health Centre,410 beds,St. Peter,02/06/25,04 Feb 2025,POINT(-58.70280 12.90263),♥
3236,Smith Group,Community Health Centre,410,St. Peter,02/06/25,04 Feb 2025,POINT(-58.70280 12.90263),♥
03237,"Small, Howard and Brown Medical Center (St.George)",Polyclinic 🏥,226 beds,St.George,01-04-24,20240412,"-58.75923, 13.29766",Needs upgrade
NULL,Collins-Ltd Health Centre,Clinic,29 beds,hpesoJ .tS,20201108,18/09/24,"12.94816, -59.20151",
NULL,Collins-Ltd Health Centre,Clinic,29,hpesoJ .tS,20201108,18/09/24,"12.94816, -59.20151",
4f6983,Robinson-Inc (St.),Hospital,,St. Joseph ,20171202,28 Aug 2019,"12.95478, -59.06854", 
,Boyer-Maxwell Polyclinic (ST.),Community Health Ctr.,302 patients,ST. JOHN,03-08-21,20/02/22,N/A,Needs upgrade
03241,Walker-Mcconnell,Health Ctr.,unknown,St.John,20160811,06-12-23,POINT(-59.07757 12.89842), 
NULL,Owen-Paul Clinic,Health Ctr.,unknown,St.Andrew,11 Jan 2021,05-03-18,13°5′28″N 59°16′29″W,
HF-3243,Garrett-Barnett Health Centre (St.John),CHC,unknown,St.John,16 Feb 2025,October 22 2020,POINT(-58.92281 13.05643),Good
03244,Arnold LLC Infirmary,Clinic🌡️,49 beds,semaJ .tS,19-11-21,26 Mar 2023,N/A,♥
fb7138,"Garza, Peck and Thompson Infirmary (werdnA)",CHC,415 bed,werdnA .tS,28-08-22,20250427,POINT(-58.97640 13.29152),♥
NULL,Williams-Hernandez Infirmary,Clinic🌡️,N/A,CHRIST CHURCH,20210525,25 Sep 2025,-59.03755;13.06375, 
